Appl_No,Appl_Type,Ingredient,Dosage,Form,Route,Trade_Name,Applicant,Strength,Product_No,Patent_No,Patent_Expire_Date_Text,Drug_Substance_Flag,Drug_Product_Flag,Patent_Use_Code,Submission_Date
210496,N,ENCORAFENIB,,,ORAL,BRAFTOVI,ARRAY BIOPHARMA INC,50MG,2,RE49556,2030-02-27,Y,Y,,2023-07-19
205636,N,ALBUTEROL SULFATE,POWDER,,INHALATION,PROAIR DIGIHALER,TEVA BRANDED PHARM,EQ 0.09MG BASE/INH,2,10765820,2025-05-19,,Y,,2020-10-06
202788,N,FENTANYL,,,SUBLINGUAL,SUBSYS,BTCP PHARMA,0.1MG,1,8835459,2027-01-25,,Y,,2014-09-24
206627,N,HYDROCODONE BITARTRATE,TABLET,,ORAL,HYSINGLA ER,PURDUE PHARMA LP,20MG,7,9750703,2031-12-21,,Y,,2017-09-14
210922,N,PATISIRAN SODIUM,,,INTRAVENOUS,ONPATTRO,ALNYLAM PHARMS INC,EQ 10MG BASE/5ML (EQ 2MG BASE/ML),1,8492359,2029-04-15,,Y,,2018-09-06
22416,N,ESLICARBAZEPINE ACETATE,,,ORAL,APTIOM,SUMITOMO PHARMA AM,200MG,3,9566244,2028-10-23,,Y,,2017-03-08
218390,N,VALBENAZINE TOSYLATE,,,ORAL,INGREZZA SPRINKLE,NEUROCRINE,EQ 40MG BASE,3,10919892,2036-12-22,Y,Y,,2024-05-13
201655,N,OXYMORPHONE HYDROCHLORIDE,TABLET,,ORAL,OPANA ER,ENDO PHARMS,5MG,4,8871779,2029-11-22,Y,,,2014-11-07
22395,N,CAPSAICIN,,,TOPICAL,QUTENZA,AVERITAS,0.08,1,10034841,2025-09-06,,Y,,2020-01-08
208026,N,LINAGLIPTIN; METFORMIN HYDROCHLORIDE,TABLET,,ORAL,JENTADUETO XR,BOEHRINGER INGELHEIM,2.5MG;1GM,1,7407955,2025-05-02,Y,Y,,2016-06-22
217242,N,ROFLUMILAST,,,TOPICAL,ZORYVE,ARCUTIS,0.003,1,12042487,2037-06-07,,Y,,2024-08-16
210598,N,REVEFENACIN,,,INHALATION,YUPELRI,MYLAN IRELAND LTD,175MCG/3ML,1,11691948,2030-07-14,,Y,,2023-07-05
212576,N,CEDAZURIDINE; DECITABINE,,,ORAL,INQOVI,TAIHO ONCOLOGY,100MG;35MG,1,11963971,2041-02-24,,Y,,2024-05-10
216986,N,GADOPICLENOL,,,INTRAVENOUS,ELUCIREM,GUERBET,1.4553GM/3ML (485.1MG/ML),3,10973934,2039-08-06,Y,,,2022-11-28
214324,N,TREPROSTINIL,,,INHALATION,TYVASO DPI,UNITED THERAP,0.016MG/INH,4,9593066,2028-12-15,Y,,,2022-06-17
215206,N,ATOGEPANT,,,ORAL,QULIPTA,ABBVIE,10MG,3,10117836,2035-01-30,,Y,,2021-10-26
209241,N,VALBENAZINE TOSYLATE,,,ORAL,INGREZZA,NEUROCRINE,EQ 40MG BASE,3,10906903,2036-12-22,Y,Y,,2021-05-19
205777,N,NALOXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE,TABLET,,ORAL,TARGINIQ,PURDUE PHARMA LP,5MG;10MG,1,9073933,2025-03-30,Y,,,2015-08-03
210660,N,CYSTEINE HYDROCHLORIDE,,,INTRAVENOUS,ELCYS,EXELA PHARMA,500MG/10ML (50MG/ML),1,11648262,2039-01-15,,Y,,2023-06-06
22416,N,ESLICARBAZEPINE ACETATE,,,ORAL,APTIOM,SUMITOMO PHARMA AM,200MG,3,9206135,2026-04-21,Y,,,2016-05-20
204353,N,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,INVOKAMET,JANSSEN PHARMS,50MG;500MG,3,11576894,2030-07-06,,Y,,2023-03-13
208944,N,AMANTADINE HYDROCHLORIDE,CAPSULE,,ORAL,GOCOVRI,SUPERNUS PHARMS,EQ 68.5MG BASE,1,11065213,2038-08-23,,Y,,2021-07-20
204286,N,NAFTIFINE HYDROCHLORIDE,,,TOPICAL,NAFTIN,LEGACY PHARMA,0.02,1,10166206,2033-01-31,,Y,,2019-04-19
22275,N,TOLVAPTAN,,,ORAL,SAMSCA,OTSUKA,15MG,3,10905694,2030-04-07,,Y,,2021-02-26
216264,N,INDIGOTINDISULFONATE SODIUM,,,INTRAVENOUS,BLUDIGO,PROVEPHARM SAS,40MG/5ML (8MG/ML),1,10927258,2037-12-23,Y,,,2022-08-01
204326,N,AMPHETAMINE,TABLET,,ORAL,ADZENYS XR-ODT,NEOS THERAPS,EQ 3.1MG BASE,4,9839619,2032-06-28,,Y,,2024-04-22
208259,N,LATANOPROST; NETARSUDIL DIMESYLATE,,,OPHTHALMIC,ROCKLATAN,ALCON LABS INC,0.005%;EQ 0.02% BASE,1,11197853,2034-03-14,,Y,,2021-12-16
201655,N,OXYMORPHONE HYDROCHLORIDE,TABLET,,ORAL,OPANA ER,ENDO PHARMS,5MG,1,8871779,2029-11-22,Y,,,2014-11-07
203255,N,PASIREOTIDE PAMOATE,,,INTRAMUSCULAR,SIGNIFOR LAR KIT,RECORDATI RARE,EQ 10MG BASE/VIAL,4,7759308,2026-10-25,,Y,,2019-09-11
210526,N,AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE,TABLET,,ORAL,DYANAVEL XR 10,TRIS PHARMA INC,8MG;EQ 2MG BASE,2,8337890,2027-03-15,,Y,,2021-11-22
208082,N,DEUTETRABENAZINE,,,ORAL,AUSTEDO,TEVA BRANDED PHARM,6MG,2,8524733,2031-04-03,Y,Y,,2017-04-04
22272,N,OXYCODONE HYDROCHLORIDE,TABLET,,ORAL,OXYCONTIN,PURDUE PHARMA LP,10MG,4,11304908,2027-08-24,,Y,,2022-04-21
205552,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,70MG,2,9181257,2026-12-28,Y,,,2018-01-19
217806,N,TIRZEPATIDE,,,SUBCUTANEOUS,ZEPBOUND,ELI LILLY AND CO,2.5MG/0.5ML (2.5MG/0.5ML),2,11357820,2039-06-14,,Y,,2023-12-07
216986,N,GADOPICLENOL,,,INTRAVENOUS,ELUCIREM,GUERBET,1.4553GM/3ML (485.1MG/ML),2,11590246,2040-01-17,,Y,,2023-03-27
211651,N,TALAZOPARIB TOSYLATE,,,ORAL,TALZENNA,PFIZER,EQ 0.1MG BASE,3,8735392,2031-10-20,Y,Y,,2021-10-19
213260,N,ATORVASTATIN CALCIUM,,,ORAL,ATORVALIQ,CMP DEV LLC,20MG/5ML,1,11369567,2037-06-07,,Y,,2023-02-07
208090,N,OXYCODONE,CAPSULE,,ORAL,XTAMPZA ER,COLLEGIUM PHARM INC,9MG,5,7399488,2025-03-24,,Y,,2016-07-19
217785,N,RESMETIROM,,,ORAL,REZDIFFRA,MADRIGAL,60MG,2,7452882,2026-09-12,Y,Y,,2024-04-03
217439,N,TALAZOPARIB TOSYLATE,,,ORAL,TALZENNA,PFIZER,EQ 0.1MG BASE,2,8420650,2029-07-27,Y,Y,,2024-04-05
207561,N,COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,,,ORAL,GENVOYA,GILEAD SCIENCES INC,150MG;150MG;200MG;EQ 10MG BASE,1,8981103,2026-10-26,Y,Y,,2015-12-01
203341,N,BOSUTINIB MONOHYDRATE,,,ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,1,7919625,2025-12-11,,Y,,2012-09-25
22275,N,TOLVAPTAN,,,ORAL,SAMSCA,OTSUKA,15MG,2,8501730,2026-09-01,Y,,,2013-09-27
208798,N,FLUTICASONE PROPIONATE,,,INHALATION,ARMONAIR DIGIHALER,TEVA PHARM,0.03MG/INH,5,10124131,2031-05-18,,Y,,2020-03-20
208073,N,LIFITEGRAST,,,OPHTHALMIC,XIIDRA,BAUSCH AND LOMB INC,0.05,1,11058677,2033-12-18,,Y,,2021-07-23
204417,N,LEVETIRACETAM,TABLET,,ORAL,ELEPSIA XR,TRIPOINT,1GM,2,8470367,2027-10-31,,Y,,2019-01-11
206089,N,TESTOSTERONE UNDECANOATE,,,ORAL,JATENZO,TOLMAR,158MG,3,8778916,2030-04-12,,Y,,2019-04-08
19430,N,EPINEPHRINE,,,INTRAMUSCULAR,EPI E Z PEN JR,MYLAN SPECIALITY LP,0.15MG/DELIVERY,1,7794432,2025-09-11,,Y,,
205489,N,METHYLPHENIDATE,TABLET,,ORAL,COTEMPLA XR-ODT,NEOS THERAPS INC,8.6MG,2,9072680,2032-06-28,,Y,,2017-07-20
216158,N,TROSPIUM CHLORIDE; XANOMELINE TARTRATE,,,ORAL,COBENFY,BRISTOL-MYERS,20MG;EQ 50MG BASE,1,10925832,2039-09-27,,Y,,2024-10-25
208798,N,FLUTICASONE PROPIONATE,,,INHALATION,ARMONAIR DIGIHALER,TEVA PHARM,0.03MG/INH,2,10195375,2031-02-14,,Y,,2019-03-05
210874,N,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE,TABLET,,ORAL,QTERNMET XR,ASTRAZENECA AB,2.5MG;1GM;EQ 2.5MG BASE,3,9616028,2030-11-12,,Y,,2019-05-24
208798,N,FLUTICASONE PROPIONATE,,,INHALATION,ARMONAIR DIGIHALER,TEVA PHARM,0.03MG/INH,3,9463288,2025-05-19,,Y,,2017-01-30
217186,N,CARBIDOPA; LEVODOPA,CAPSULE,,ORAL,CREXONT,IMPAX,35MG;140MG,1,12064521,2034-10-07,,Y,,2024-08-21
208798,N,FLUTICASONE PROPIONATE,,,INHALATION,ARMONAIR DIGIHALER,TEVA PHARM,0.03MG/INH,6,11173259,2040-07-06,,Y,,2021-12-08
204824,N,METHOTREXATE,,,SUBCUTANEOUS,OTREXUP,OTTER PHARMS,7.5MG/0.4ML (7.5MG/0.4ML),7,10709844,2029-03-10,,Y,,2020-08-14
208647,N,ROSUVASTATIN CALCIUM,,,ORAL,EZALLOR SPRINKLE,SUN PHARM,EQ 5MG BASE,1,10413543,2036-02-12,,Y,,2019-10-09
209863,N,TESTOSTERONE ENANTHATE,,,SUBCUTANEOUS,XYOSTED (AUTOINJECTOR),ANTARES PHARMA INC,50MG/0.5ML (50MG/0.5ML),3,10478560,2026-01-24,,Y,,2020-06-11
207960,N,METHYLPHENIDATE HYDROCHLORIDE,TABLET,,ORAL,QUILLICHEW ER,NEXTWAVE PHARMS,20MG,3,8999386,2033-08-14,,Y,,2015-12-23
211710,N,LAROTRECTINIB SULFATE,,,ORAL,VITRAKVI,BAYER HEALTHCARE,EQ 20MG BASE/ML,1,10137127,2037-04-04,,Y,,2018-12-20
201444,N,SODIUM NITRITE; SODIUM THIOSULFATE,SOLUTION,,"INTRAVENOUS, INTRAVENOUS",NITHIODOTE,HOPE PHARMS,"300MG/10ML(30MG/ML),N/A;N/A,12.5GM/50ML(250MG/ML)",1,9585912,2030-07-07,Y,Y,,2017-06-06
205787,N,NALOXONE HYDROCHLORIDE,,,"INTRAMUSCULAR, SUBCUTANEOUS",EVZIO,KALEO INC,0.4MG/0.4ML (0.4MG/0.4ML),1,9022022,2031-02-28,,Y,,2015-05-15
213586,N,RISPERIDONE,SUSPENSION,,SUBCUTANEOUS,UZEDY,TEVA,50MG/0.14ML (50MG/0.14ML),5,9925268,2025-01-12,,Y,,2023-05-03
213378,N,OLANZAPINE; SAMIDORPHAN L-MALATE,,,ORAL,LYBALVI,ALKERMES INC,5MG;EQ 10MG BASE,3,11707466,2041-11-12,,Y,,2023-08-23
22260,N,EPOPROSTENOL SODIUM,,,INJECTION,VELETRI,ACTELION,EQ 0.5MG BASE/VIAL,2,8318802,2027-03-15,,Y,,
206627,N,HYDROCODONE BITARTRATE,TABLET,,ORAL,HYSINGLA ER,PURDUE PHARMA LP,20MG,2,9492389,2027-08-24,,Y,,2016-11-16
218614,N,OLEZARSEN SODIUM,,,SUBCUTANEOUS,TRYNGOLZA (AUTOINJECTOR),IONIS PHARMS INC,EQ 80MG BASE/0.8ML (EQ 80MG BASE/0.8ML),1,9127276,2034-05-01,Y,,,2025-01-16
22063,N,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,CAPSULE,,ORAL,MYDAYIS,TAKEDA PHARMS USA,3.125MG;3.125MG;3.125MG;3.125MG,1,8846100,2029-08-24,,Y,,2017-07-07
211155,N,DUVELISIB,,,ORAL,COPIKTRA,SECURA,15MG,1,8193182,2030-02-13,Y,,,2018-10-23
213433,N,CLASCOTERONE,,,TOPICAL,WINLEVI,SUN PHARM,0.01,1,9433628,2029-02-28,,Y,,2020-09-04
206494,N,AVIBACTAM SODIUM; CEFTAZIDIME,,,INTRAVENOUS,AVYCAZ,ABBVIE,EQ 0.5GM BASE;2GM/VIAL,1,8835455,2030-10-08,,Y,,2015-03-17
22427,N,KETOROLAC TROMETHAMINE,,,OPHTHALMIC,ACUVAIL,ABBVIE,0.0045,1,7842714,2029-08-15,Y,Y,,2010-11-30
208798,N,FLUTICASONE PROPIONATE,,,INHALATION,ARMONAIR DIGIHALER,TEVA PHARM,0.03MG/INH,4,11173259,2040-07-06,,Y,,2021-12-08
202971,N,ARIPIPRAZOLE,FOR SUSPENSION,,INTRAMUSCULAR,ABILIFY MAINTENA KIT,OTSUKA PHARM CO LTD,300MG/VIAL,1,11648347,2034-04-06,,Y,,2023-06-15
208341,N,SOFOSBUVIR; VELPATASVIR,,,ORAL,EPCLUSA,GILEAD SCIENCES INC,200MG;50MG,1,9757406,2034-01-30,,Y,,2017-09-26
212526,N,ALPELISIB,,,ORAL,PIQRAY,NOVARTIS,50MG,3,8476268,2029-09-10,Y,Y,,2019-06-17
214120,N,AZACITIDINE,,,ORAL,ONUREG,BRISTOL,200MG,2,11571436,2029-05-14,,Y,,2023-02-10
213591,N,CAPMATINIB HYDROCHLORIDE,,,ORAL,TABRECTA,NOVARTIS PHARM,EQ 150MG BASE,1,7767675,2032-11-19,Y,Y,,2020-05-26
209863,N,TESTOSTERONE ENANTHATE,,,SUBCUTANEOUS,XYOSTED (AUTOINJECTOR),ANTARES PHARMA INC,50MG/0.5ML (50MG/0.5ML),3,10279131,2031-07-31,,Y,,2020-06-11
200603,N,LURASIDONE HYDROCHLORIDE,,,ORAL,LATUDA,SUNOVION PHARMS INC,20MG,3,8729085,2026-05-26,,Y,,2014-05-29
206947,N,LENVATINIB MESYLATE,,,ORAL,LENVIMA,EISAI INC,EQ 4MG BASE,2,7612208,2026-09-19,Y,Y,,2015-03-10
212161,N,TAFAMIDIS,,,ORAL,VYNDAMAX,FOLDRX PHARMS,61MG,1,7214695,2025-12-19,Y,Y,,2019-05-30
210660,N,CYSTEINE HYDROCHLORIDE,,,INTRAVENOUS,ELCYS,EXELA PHARMA,500MG/10ML (50MG/ML),1,10912795,2039-01-15,,Y,,2021-02-09
217171,N,PEGCETACOPLAN,,,INTRAVITREAL,SYFOVRE,APELLIS PHARMS,15MG/0.1ML (15MG/0.1ML),1,10125171,2033-08-02,Y,,,2023-03-09
22580,N,PHENTERMINE HYDROCHLORIDE; TOPIRAMATE,CAPSULE,,ORAL,QSYMIA,VIVUS LLC,EQ 3.75MG BASE;23MG,3,9011905,2028-06-09,,Y,,2015-05-13
21038,N,DEXMEDETOMIDINE HYDROCHLORIDE,,,INJECTION,PRECEDEX,HOSPIRA,EQ 1MG BASE/250ML (EQ 4MCG BASE/ML),3,10016396,2032-01-04,,Y,,2018-08-09
205755,N,CERITINIB,,,ORAL,ZYKADIA,NOVARTIS,150MG,1,7893074,2026-04-25,Y,Y,,2014-05-13
202813,N,BECLOMETHASONE DIPROPIONATE,AEROSOL,METERED,NASAL,QNASL,TEVA BRANDED PHARM,0.04MG/ACTUATION,2,10188811,2031-10-21,,Y,,2019-02-21
216196,N,MITAPIVAT SULFATE,,,ORAL,PYRUKYND,AGIOS PHARMS INC,EQ 5MG BASE,1,11254652,2038-11-21,Y,Y,,2022-03-08
218390,N,VALBENAZINE TOSYLATE,,,ORAL,INGREZZA SPRINKLE,NEUROCRINE,EQ 40MG BASE,1,10919892,2036-12-22,Y,Y,,2024-05-13
213586,N,RISPERIDONE,SUSPENSION,,SUBCUTANEOUS,UZEDY,TEVA,50MG/0.14ML (50MG/0.14ML),3,9895447,2025-01-12,,Y,,2023-05-03
209637,N,SEMAGLUTIDE,,,SUBCUTANEOUS,OZEMPIC,NOVO,2MG/1.5ML (1.34MG/ML),3,10220155,2026-07-17,,Y,,2022-04-29
21748,N,METFORMIN HYDROCHLORIDE,TABLET,,ORAL,GLUMETZA,SANTARUS INC,1GM,2,7780987,2025-03-23,Y,Y,,
202788,N,FENTANYL,,,SUBLINGUAL,SUBSYS,BTCP PHARMA,0.1MG,2,9642844,2027-01-25,,Y,,2017-05-15
207925,N,IVACAFTOR,,,ORAL,KALYDECO,VERTEX PHARMS INC,5.8MG/PACKET,4,10646481,2029-08-13,,Y,,2023-05-30
214860,N,SODIUM PHENYLBUTYRATE,,,ORAL,OLPRUVA,ACER,2GM/PACKET,2,11154521,2036-10-17,,Y,,2023-01-12
211964,N,VILOXAZINE HYDROCHLORIDE,CAPSULE,,ORAL,QELBREE,SUPERNUS PHARMS,EQ 100MG BASE,1,9358204,2033-02-07,,Y,,2021-04-29
214377,N,VERICIGUAT,,,ORAL,VERQUVO,MSD,2.5MG,2,10736896,2031-05-19,Y,Y,,2021-02-12
208798,N,FLUTICASONE PROPIONATE,,,INHALATION,ARMONAIR DIGIHALER,TEVA PHARM,0.03MG/INH,4,11266796,2041-02-22,,Y,,2022-04-07
209627,N,ETHINYL ESTRADIOL; SEGESTERONE ACETATE,,,VAGINAL,ANNOVERA,MAYNE PHARMA,0.013MG/24HR;0.15MG/24HR,1,10940157,2039-06-21,,Y,,2021-03-11
208798,N,FLUTICASONE PROPIONATE,,,INHALATION,ARMONAIR DIGIHALER,TEVA PHARM,0.03MG/INH,3,10124131,2031-05-18,,Y,,2018-12-12
212950,N,FOSTEMSAVIR TROMETHAMINE,TABLET,,ORAL,RUKOBIA,VIIV HLTHCARE,EQ 600MG BASE,1,7745625,2027-11-19,Y,,,2020-07-17
208276,N,TREPROSTINIL,,,"INTRAVENOUS, SUBCUTANEOUS",REMODULIN,UNITED THERAP,20MG/20ML (1MG/ML),2,9593066,2028-12-15,Y,,,2018-11-02
205395,N,COBICISTAT; DARUNAVIR ETHANOLATE,,,ORAL,PREZCOBIX,JANSSEN PRODS,150MG;EQ 675MG BASE,2,10039718,2032-10-06,,Y,,2025-04-16
217424,N,BERDAZIMER SODIUM,,,TOPICAL,ZELSUVMI,LNHC,EQ 10.3% BASE,1,9526738,2031-09-03,,Y,,2024-02-02
208653,N,ACETAMINOPHEN; BENZHYDROCODONE HYDROCHLORIDE,,,ORAL,APADAZ,ZEVRA THERAP,325MG;EQ 4.08MG BASE,3,8748413,2030-07-01,Y,Y,,2019-01-25
202278,N,SUMATRIPTAN SUCCINATE,,,IONTOPHORESIS,ZECUITY,TEVA BRANDED PHARM,EQ 6.5MG BASE/4HR,1,9272137,2027-09-07,,Y,,2016-03-14
216285,N,DROSPIRENONE,TABLET,,ORAL,DROSPIRENONE,EXELTIS USA INC,3.5MG,1,11504334,2031-06-28,,Y,,2022-12-16
21338,N,FENTANYL HYDROCHLORIDE,,,"IONTOPHORESIS, TRANSDERMAL",IONSYS,THE MEDICINES CO,EQ 40MCG BASE/ACTIVATION,1,9095706,2033-02-03,,Y,,2015-08-06
213736,N,PEMIGATINIB,,,ORAL,PEMAZYRE,INCYTE CORP,4.5MG,3,9611267,2035-01-30,Y,Y,,2020-05-14
214962,N,FINGOLIMOD LAURYL SULFATE,TABLET,,ORAL,TASCENSO ODT,CYCLE,EQ 0.25MG BASE,2,10925829,2036-01-19,,Y,,2022-12-16
214860,N,SODIUM PHENYLBUTYRATE,,,ORAL,OLPRUVA,ACER,2GM/PACKET,1,11154521,2036-10-17,,Y,,2023-01-12
205552,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,70MG,2,10125140,2033-06-03,Y,Y,,2018-11-16
207921,N,BECLOMETHASONE DIPROPIONATE,AEROSOL,METERED,INHALATION,QVAR REDIHALER,NORTON WATERFORD,0.04MG/INH,1,11896759,2038-01-26,,Y,,2024-03-11
208437,N,GLYCOPYRROLATE,,,INHALATION,LONHALA MAGNAIR KIT,SUMITOMO PHARMA AM,25MCG/ML,1,9168556,2032-09-01,,Y,,2018-01-02
207921,N,BECLOMETHASONE DIPROPIONATE,AEROSOL,METERED,INHALATION,QVAR REDIHALER,NORTON WATERFORD,0.04MG/INH,2,11583643,2041-08-19,,Y,,2023-03-20
209299,N,FOSTAMATINIB DISODIUM,,,ORAL,TAVALISSE,RIGEL PHARMS,EQ 100MG BASE,2,8652492,2028-11-06,,Y,,2018-05-16
208686,N,ENALAPRIL MALEATE,,,ORAL,EPANED,AZURITY,1MG/ML,1,11173141,2036-03-25,,Y,,2022-02-08
204251,N,BRIMONIDINE TARTRATE; BRINZOLAMIDE,,,OPHTHALMIC,SIMBRINZA,ALCON LABS INC,0.2%;1%,1,9421265,2030-06-17,,Y,,2016-10-24
211488,N,LEUPROLIDE MESYLATE,,,SUBCUTANEOUS,CAMCEVI KIT,ACCORD,EQ 42MG BASE,1,12133878,2037-12-18,,Y,,2024-11-12
22287,N,DEXLANSOPRAZOLE,CAPSULE,,ORAL,DEXILANT,TAKEDA PHARMS USA,30MG,2,8871273,2028-01-11,,Y,,2014-12-01
214938,N,VOSORITIDE,,,SUBCUTANEOUS,VOXZOGO,BIOMARIN PHARM,0.4MG/VIAL,2,9907834,2036-08-01,,Y,,2021-12-17
204242,N,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,,,SUBLINGUAL,ZUBSOLV,OREXO US INC,EQ 0.7MG BASE;EQ 0.18MG BASE,3,10946010,2032-09-18,,Y,,2021-03-30
205636,N,ALBUTEROL SULFATE,POWDER,,INHALATION,PROAIR DIGIHALER,TEVA BRANDED PHARM,EQ 0.09MG BASE/INH,2,9782550,2035-08-28,,Y,,2019-01-09
209935,N,LETROZOLE; RIBOCICLIB SUCCINATE,,,ORAL,KISQALI FEMARA CO-PACK (COPACKAGED),NOVARTIS,2.5MG;EQ 200MG BASE,1,12064434,2036-04-14,,Y,,2024-09-13
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,2,9493582,2033-02-27,,Y,,2017-03-09
206627,N,HYDROCODONE BITARTRATE,TABLET,,ORAL,HYSINGLA ER,PURDUE PHARMA LP,20MG,6,9486412,2027-08-24,,Y,,2016-11-08
211651,N,TALAZOPARIB TOSYLATE,,,ORAL,TALZENNA,PFIZER,EQ 0.1MG BASE,1,10189837,2031-10-20,Y,Y,,2019-02-27
22321,N,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,CAPSULE,,ORAL,EMBEDA,ALPHARMA PHARMS,20MG;0.8MG,2,7815934,2027-12-12,,Y,,
205437,N,APREMILAST,,,ORAL,OTEZLA,AMGEN INC,10MG,2,7427638,2028-02-16,Y,Y,,2014-04-15
22249,N,BENDAMUSTINE HYDROCHLORIDE,,,INTRAVENOUS,TREANDA,CEPHALON,25MG/VIAL,3,8445524,2029-03-26,Y,,,2013-09-17
210906,N,CALCIUM GLUCONATE,,,INTRAVENOUS,CALCIUM GLUCONATE IN SODIUM CHLORIDE,HQ SPCLT PHARMA,1GM/50ML (20MG/ML),3,10342813,2037-07-25,,Y,,2021-10-15
22287,N,DEXLANSOPRAZOLE,CAPSULE,,ORAL,DEXILANT,TAKEDA PHARMS USA,30MG,1,8461187,2026-01-17,,Y,,
209376,N,CUPRIC SULFATE; MANGANESE SULFATE; SELENIOUS ACID; ZINC SULFATE,,,INTRAVENOUS,MULTRYS,AM REGENT,EQ 60MCG COPPER/ML;EQ 3MCG BASE/ML;EQ 6MCG SELENIUM/ML;EQ 1000MCG BASE/ML (1ML),2,11998565,2041-07-01,,Y,,2024-06-07
215700,N,NOREPINEPHRINE BITARTRATE,,,INTRAVENOUS,NOREPINEPHRINE BITARTRATE IN 0.9% SODIUM CHLORIDE,INFORLIFE,EQ 4MG BASE/250ML (EQ 16MCG BASE/ML),1,RE49422,2035-02-26,,Y,,2025-03-03
214835,N,RISPERIDONE,FOR SUSPENSION,,INTRAMUSCULAR,RISVAN,LABS FARMS ROVI SA,75MG,2,10463607,2031-05-31,,Y,,2024-06-10
209637,N,SEMAGLUTIDE,,,SUBCUTANEOUS,OZEMPIC,NOVO,2MG/1.5ML (1.34MG/ML),3,9687611,2027-02-27,,Y,,2022-04-29
209806,N,ERTUGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,SEGLUROMET,MSD SUB MERCK,2.5MG;1GM,1,9308204,2030-10-21,,Y,,2018-01-16
21038,N,DEXMEDETOMIDINE HYDROCHLORIDE,,,INJECTION,PRECEDEX,HOSPIRA,EQ 1MG BASE/250ML (EQ 4MCG BASE/ML),4,9320712,2032-01-04,,Y,,2016-09-19
205718,N,NETUPITANT; PALONOSETRON HYDROCHLORIDE,,,ORAL,AKYNZEO,HELSINN HLTHCARE,300MG;EQ 0.5MG BASE,1,10961195,2035-09-25,Y,Y,,2021-04-15
202880,N,HYDROCODONE BITARTRATE,CAPSULE,,ORAL,ZOHYDRO ER,RECRO GAINESVILLE,10MG,6,10322120,2033-07-25,,Y,,2019-07-17
22271,N,ALOGLIPTIN BENZOATE,,,ORAL,NESINA,TAKEDA PHARMS USA,EQ 6.25MG BASE,3,8288539,2025-03-15,Y,,,
205625,N,FLUTICASONE FUROATE,,,INHALATION,ARNUITY ELLIPTA,GLAXOSMITHKLINE,0.05MG/INH,3,9333310,2027-10-02,,Y,,2018-06-13
208798,N,FLUTICASONE PROPIONATE,,,INHALATION,ARMONAIR DIGIHALER,TEVA PHARM,0.03MG/INH,6,9782551,2035-08-28,,Y,,2020-03-20
208623,N,MIGALASTAT HYDROCHLORIDE,,,ORAL,GALAFOLD,AMICUS THERAP US,EQ 123MG BASE,1,11357765,2038-05-30,Y,,,2022-06-28
213051,N,SEMAGLUTIDE,,,ORAL,RYBELSUS,NOVO,1.5MG,2,11382957,2031-12-16,,Y,,2022-07-26
206333,N,DEOXYCHOLIC ACID,,,SUBCUTANEOUS,KYBELLA,ABBVIE,20MG/2ML (10MG/ML),1,10500214,2030-03-02,,Y,,2020-01-22
209128,N,SUFENTANIL CITRATE,,,SUBLINGUAL,DSUVIA,VERTICAL PHARMS,EQ 0.03MG BASE,1,8252328,2027-01-05,,Y,,2018-11-28
208745,N,PLECANATIDE,,,ORAL,TRULANCE,SALIX,3MG,1,11319346,2032-03-01,,Y,,2022-05-11
21038,N,DEXMEDETOMIDINE HYDROCHLORIDE,,,INJECTION,PRECEDEX,HOSPIRA,EQ 1MG BASE/250ML (EQ 4MCG BASE/ML),3,8338470,2032-01-04,,Y,,
201739,N,EPINEPHRINE,,,"INTRAMUSCULAR, SUBCUTANEOUS",AUVI-Q,KALEO INC,EQ 0.1MG/DELIVERY,2,8206360,2027-02-27,,Y,,
208470,N,PRASTERONE,,,VAGINAL,INTRAROSA,MILLICENT,6.5MG,1,8629129,2028-08-07,,Y,,2016-12-08
22184,N,BIMATOPROST,,,OPHTHALMIC,LUMIGAN,ABBVIE,0.0001,1,7851504,2027-06-13,Y,Y,,
214755,N,SODIUM OXYBATE,FOR SUSPENSION,,ORAL,LUMRYZ,AVADEL CNS,4.5GM/PACKET,1,10925844,2040-02-28,,Y,,2023-05-23
206627,N,HYDROCODONE BITARTRATE,TABLET,,ORAL,HYSINGLA ER,PURDUE PHARMA LP,20MG,7,9486413,2027-08-24,,Y,,2016-11-08
